数据集名称,数据集路径,数据集所属组别,负责人,任务大类,任务子类,建议新增任务类别,检索关键词,数据类型,标注类型,数据标注格式,数据集封面(1:1格式),【建议填】数据集来源,【建议填】数据集来源占比,【建议填】标注方式,【建议填】标注方式占比,【建议填】拍摄设备,【建议填】数据集应用产品,信息录入完毕通知按钮
CustomSeg_Person_20201210_AI_Color_product_clean,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20201210_AI_Color_product_clean,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
CustomSeg_Person_20201211_AI_Color_val,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20201211_AI_Color_val,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Person_20201224_AI_Color_val,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20201224_AI_Color_val,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Person_20210129_AI_Color_back,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20210129_AI_Color_back,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Person_20210129_AI_Color_colorful_bg,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20210129_AI_Color_colorful_bg,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Person_20210129_AI_Color_complex_bg,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20210129_AI_Color_complex_bg,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Person_20210129_AI_Color_raise_hands,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20210129_AI_Color_raise_hands,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Person_20210310_AI_Color_val,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20210310_AI_Color_val,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Person_20230515_WhiteBoard,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20230515_WhiteBoard,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CustomSeg_Person_20230515_WhiteBoard_batch1,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20230515_WhiteBoard_batch1,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CustomSeg_Person_20230515_WhiteBoard_batch2,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20230515_WhiteBoard_batch2,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CustomSeg_Person_20231214_riding,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_20231214_riding,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CustomSeg_Person_Link_20231031,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_Link_20231031,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CustomSeg_Person_Link_20231108mlx,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_Link_20231108mlx,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CustomSeg_Person_web_above_knee_20231031,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Person_web_above_knee_20231031,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CustomSeg_Selfie_Stick_20220929_MultiScenarios_benchmark,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20220929_MultiScenarios_benchmark,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CustomSeg_Selfie_Stick_20220929_MultiScenarios_benchmark_merged,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20220929_MultiScenarios_benchmark_merged,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CustomSeg_Selfie_Stick_20221008_yandex_life,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20221008_yandex_life,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CustomSeg_Selfie_Stick_20221008_yandex_paragliders,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20221008_yandex_paragliders,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CustomSeg_Selfie_Stick_20221008_yandex_skiing,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20221008_yandex_skiing,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CustomSeg_Selfie_Stick_20221008_yandex_underwater,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20221008_yandex_underwater,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CustomSeg_Selfie_Stick_20221011_yandex_life,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20221011_yandex_life,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CustomSeg_Selfie_Stick_20221011_yandex_paragliders,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20221011_yandex_paragliders,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CustomSeg_Selfie_Stick_20221011_yandex_skiing,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20221011_yandex_skiing,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CustomSeg_Selfie_Stick_20221014_youtube_mixture_scene,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20221014_youtube_mixture_scene,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CustomSeg_Selfie_Stick_20221014_youtube_skiing,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20221014_youtube_skiing,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CustomSeg_Selfie_Stick_20221025_youtube_paragliders,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20221025_youtube_paragliders,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CustomSeg_Selfie_Stick_20221101_website_skiing_bg,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20221101_website_skiing_bg,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CustomSeg_Selfie_Stick_20221108_youtube_MixtureScene,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20221108_youtube_MixtureScene,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CustomSeg_Selfie_Stick_20221108_youtube_MixtureScene_img_and_ann_size_inconsistent,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20221108_youtube_MixtureScene_img_and_ann_size_inconsistent,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CustomSeg_Selfie_Stick_20221108_youtube_MixtureScene_remove,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20221108_youtube_MixtureScene_remove,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CustomSeg_Selfie_Stick_20221108_youtube_paragliders,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20221108_youtube_paragliders,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CustomSeg_Selfie_Stick_20221108_youtube_skiing,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20221108_youtube_skiing,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CustomSeg_Selfie_Stick_20230516_add_1k_train_datasets,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20230516_add_1k_train_datasets,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CustomSeg_Selfie_Stick_20230516_youtube_train,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20230516_youtube_train,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CustomSeg_Selfie_Stick_20230516_youtube_train_son_set_new_test_dataset,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20230516_youtube_train_son_set_new_test_dataset,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CustomSeg_Selfie_Stick_20230530_youtube_badcase,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20230530_youtube_badcase,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CustomSeg_Selfie_Stick_20230531_youtube_train,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20230531_youtube_train,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CustomSeg_Selfie_Stick_20231101_Negative_Sample,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Selfie_Stick_20231101_Negative_Sample,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,selfie stick,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CustomSeg_Sky_20201204_ADE20K,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Sky_20201204_ADE20K,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,sky,Image,segmentation,MASK,,Public Dataset,100,Publicly-available,100,unknown,"ONER, GO",发送通知
CustomSeg_Sky_20201204_COCO,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Sky_20201204_COCO,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,sky,Image,segmentation,MASK,,Public Dataset,100,Publicly-available,100,unknown,"ONER, GO",发送通知
CustomSeg_Sky_20201204_Pano500,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Sky_20201204_Pano500,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,sky,Panoramic Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Sky_20210104_val,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Sky_20210104_val,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,sky,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Sky_20210514_fish_val,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Sky_20210514_fish_val,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,sky,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Sky_20210601_outdoor_1862,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Sky_20210601_outdoor_1862,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,sky,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Sky_20210604_aliyun_1615,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Sky_20210604_aliyun_1615,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,sky,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Sky_20210611_aliyun_1235,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Sky_20210611_aliyun_1235,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,sky,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Sky_20210616_aliyun_1527,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Sky_20210616_aliyun_1527,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,sky,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Sky_20210617_aliyun_1561,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Sky_20210617_aliyun_1561,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,sky,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Sky_20220808_train,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Sky_20220808_train,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,sky,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CustomSeg_Sky_20220817_train_fmg,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Sky_20220817_train_fmg,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,sky,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CustomSeg_Sky_Mask_20210209_FiveScenarios4555_fish_train,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Sky_Mask_20210209_FiveScenarios4555_fish_train,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,sky,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Sky_Mask_20210209_FiveScenarios4555_train,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Sky_Mask_20210209_FiveScenarios4555_train,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,sky,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Sky_Mask_20210209_FiveScenarios500_fish_val,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Sky_Mask_20210209_FiveScenarios500_fish_val,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,sky,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Sky_Mask_20210209_FiveScenarios500_val,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Sky_Mask_20210209_FiveScenarios500_val,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,sky,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CustomSeg_Sky_Mask_20210401_simulation,/media/3_sde/datasets/Insta360SemanticSeg/CustomSeg_Sky_Mask_20210401_simulation,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,sky,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
DavisVOS_Person_20200904_insta360,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20200904_insta360,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Panoramic Image,segmentation,MASK,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
DavisVOS_Person_20211223_insta360,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20211223_insta360,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,Insta360 Product Shooting,100,Annotated-by-R&D,100,ONER,"ONER, GO",发送通知
DavisVOS_Person_20220208_youtubevis2021train,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20220208_youtubevis2021train,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
DavisVOS_Person_20220304_collect_insta360,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20220304_collect_insta360,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,Insta360 Product Shooting,100,Annotated-by-R&D,100,ONER,"X3, GO2",发送通知
DavisVOS_Person_20220304_collect_insta360_64,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20220304_collect_insta360_64,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,Insta360 Product Shooting,100,Annotated-by-R&D,100,ONER,"X3, GO2",发送通知
DavisVOS_Person_20220304_mergebg_nightroad_0.6,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20220304_mergebg_nightroad_0.6,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
DavisVOS_Person_20220304_mergebg_nightroad_0.7,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20220304_mergebg_nightroad_0.7,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
DavisVOS_Person_20220304_mergebg_nightroad_0.8,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20220304_mergebg_nightroad_0.8,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
DavisVOS_Person_20220307_collect_web,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20220307_collect_web,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
DavisVOS_Person_20220307_mergebg_nightroad_0.6,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20220307_mergebg_nightroad_0.6,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
DavisVOS_Person_20220307_mergebg_nightroad_0.7,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20220307_mergebg_nightroad_0.7,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
DavisVOS_Person_20220307_mergebg_nightroad_0.8,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20220307_mergebg_nightroad_0.8,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
DavisVOS_Person_20220328_collect_web,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20220328_collect_web,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
DavisVOS_Person_20220328_mergebg_beardoll,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20220328_mergebg_beardoll,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
DavisVOS_Person_20220328_mergebg_lantern,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20220328_mergebg_lantern,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
DavisVOS_Person_20220328_mergebg_nightroad_0.6,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20220328_mergebg_nightroad_0.6,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
DavisVOS_Person_20220328_mergebg_nightroad_0.7,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20220328_mergebg_nightroad_0.7,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
DavisVOS_Person_20220328_mergebg_nightroad_0.8,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20220328_mergebg_nightroad_0.8,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
DavisVOS_Person_20220328_mergebg_skincolor,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20220328_mergebg_skincolor,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
DavisVOS_Person_20220415_collect_insta360,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20220415_collect_insta360,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
DavisVOS_Person_20220708_mergebg_skincolor,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20220708_mergebg_skincolor,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
DavisVOS_Person_20220712_night,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20220712_night,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
DavisVOS_Person_20220719_night,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20220719_night,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
DavisVOS_Person_20230515_collect_VB,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20230515_collect_VB,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,Insta360 Product Shooting,100,Annotated-by-R&D,100,VideoBar,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
DavisVOS_Person_20230629_whiteboard,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20230629_whiteboard,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
DavisVOS_Person_20230630_whiteboard,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20230630_whiteboard,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
DavisVOS_Person_20230704_whiteboard,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20230704_whiteboard,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
DavisVOS_Person_20230704_whiteboard_train,/media/3_sde/datasets/Insta360VOS/DavisVOS_Person_20230704_whiteboard_train,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
raw_DavisVOS_Person_20220415_collect_insta360,/media/3_sde/datasets/Insta360VOS/raw_DavisVOS_Person_20220415_collect_insta360,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
raw_DavisVOS_Person_20220422_collect_public,/media/3_sde/datasets/Insta360VOS/raw_DavisVOS_Person_20220422_collect_public,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,Public Dataset,100,Publicly-available,100,unknown,"X3, GO2",发送通知
raw_DavisVOS_Person_20220728_half_body,/media/3_sde/datasets/Insta360VOS/raw_DavisVOS_Person_20220728_half_body,AI_Group_1,林晓帆,Computer Vision,"Video, Segmentation",,person,Image,segmentation,MASK,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
